phone_access_id,phone_id,access_time,action
1178,990003126063920,"2013-10-15 10:47:30",open
1179,990003126063920,"2013-10-15 10:47:55",scan1
1180,990003126063920,"2013-10-15 11:55:55",open
1181,990003126063920,"2013-10-15 11:56:04",scan2
1182,355637051594638,"2013-10-15 16:10:44",open
1183,99000316233522,"2013-10-16 01:23:42",open
1184,99000316233522,"2013-10-16 01:23:50",scan1
1185,99000316233522,"2013-10-16 01:24:02",scan2
1186,99000316233522,"2013-10-16 02:14:52",open
1187,99000316233522,"2013-10-16 02:15:10",hlgwMeiShi
1188,99000316233522,"2013-10-16 02:15:20",hlgwDianYing
1189,99000316233522,"2013-10-16 02:15:58",scan1
1190,99000316233522,"2013-10-16 02:16:27",scan2
1191,99000316233522,"2013-10-16 02:16:45",scan2
1192,868145010970436,"2013-10-16 02:18:15",open
1193,868145010970436,"2013-10-16 02:24:34",hlgwDianYing
1194,868145010970436,"2013-10-16 02:24:43",hlgwShengHuo
1195,a0000036226dfe,"2013-10-16 05:32:41",open
1196,868145010970436,"2013-10-16 07:07:38",open
1197,99000316233522,"2013-10-16 09:46:52",open
1198,A00000455AA916,"2013-10-16 11:09:16",open
1199,355994058204962,"2013-10-16 15:21:30",open
1200,355994058204962,"2013-10-16 15:21:37",scan1
1201,355994058204962,"2013-10-16 15:21:50",scan2
1202,860955022175743,"2013-10-16 15:40:54",open
1203,355994058204962,"2013-10-16 16:28:57",AD1
1204,355994058204962,"2013-10-16 16:29:04",AD2
1205,355994058204962,"2013-10-16 16:29:08",AD3
1206,355994058204962,"2013-10-16 16:30:18",AD1
1207,355994058204962,"2013-10-16 16:38:51",scan1
1208,355994058204962,"2013-10-16 16:38:58",scan2
1209,355994058204962,"2013-10-16 16:39:33",open
1210,355994058204962,"2013-10-16 16:39:41",scan2
1211,355994058204962,"2013-10-16 16:40:05",open
1212,355994058204962,"2013-10-16 16:40:10",scan1
1213,355994058204962,"2013-10-16 16:40:17",scan2
1214,355994058204962,"2013-10-16 16:56:11",open
1215,355994058204962,"2013-10-16 16:56:30",scan1
1216,355994058204962,"2013-10-16 16:56:40",scan2
1217,355994058204962,"2013-10-16 16:56:54",open
1218,355994058204962,"2013-10-16 16:57:02",scan1
1219,355994058204962,"2013-10-16 16:57:39",open
1220,355994058204962,"2013-10-16 16:57:47",scan1
1221,355994058204962,"2013-10-16 16:58:02",scan1
1222,355637051594638,"2013-10-17 01:31:57",hlgwMeiShi
1223,860955022175743,"2013-10-17 02:01:43",open
1224,860955022175743,"2013-10-17 02:02:43",open
1225,99000316233522,"2013-10-17 05:49:21",open
1226,99000316233522,"2013-10-17 05:49:48",scan1
1227,99000316233522,"2013-10-17 05:50:06",scan2
1228,99000316233522,"2013-10-17 05:50:20",hlgwMeiShi
1229,99000316233522,"2013-10-17 05:50:33",hlgwDianYing
1230,99000316233522,"2013-10-17 05:59:50",open
1231,99000316233522,"2013-10-17 06:00:03",scan1
1232,99000316233522,"2013-10-17 06:00:16",scan2
1233,357513050958652,"2013-10-17 09:20:07",open
1234,A1000032851D641,"2013-10-18 02:42:31",open
1235,A1000032851D641,"2013-10-18 02:47:32",AD2
1236,A1000032851D641,"2013-10-18 02:47:35",AD1
1237,99000316233522,"2013-10-18 02:58:25",open
1238,99000316233522,"2013-10-18 03:00:07",open
1239,357513050958652,"2013-10-18 03:17:31",open
1240,357513050958652,"2013-10-18 03:20:46",hlgwMeiShi
1241,99000316233522,"2013-10-18 03:22:31",open
1242,99000316233522,"2013-10-18 03:23:23",open
1243,A1000032851D641,"2013-10-18 03:25:08",open
1244,A1000032851D641,"2013-10-18 03:28:41",open
1245,A1000032851D641,"2013-10-18 03:35:00",open
1246,A1000032851D641,"2013-10-18 03:47:46",open
1247,A1000032851D641,"2013-10-18 03:50:29",open
1248,A1000032851D641,"2013-10-18 04:03:04",AD1
1249,A1000032851D641,"2013-10-18 04:03:06",AD1
1250,99000316233522,"2013-10-18 04:17:01",open
1251,99000316233522,"2013-10-18 04:23:42",hlgwMeiShi
1252,A1000032851D641,"2013-10-18 04:27:03",hlgwMeiShi
1253,A1000032851D641,"2013-10-18 04:27:20",AD3
1254,356205056357770,"2013-10-18 07:00:59",open
1255,356205056357770,"2013-10-18 07:02:52",hlgwShengHuo
1256,860955022175743,"2013-10-18 07:31:58",open
1257,355637051594638,"2013-10-18 10:39:00",open
1258,355637051594638,"2013-10-18 10:39:26",scan1
1259,353723050460013,"2013-10-18 12:30:10",open
1260,355637051594638,"2013-10-18 12:34:38",scan2
1261,353723050460013,"2013-10-18 13:02:12",open
1262,353723050460013,"2013-10-18 13:02:17",scan1
1263,353723050460013,"2013-10-18 13:02:22",open
1264,353723050460013,"2013-10-18 13:02:29",scan1
1265,353723050460013,"2013-10-18 13:02:34",open
1266,353723050460013,"2013-10-18 13:02:42",scan2
1267,353723050460013,"2013-10-18 13:04:22",open
1268,355251051840536,"2013-10-18 14:58:07",open
1269,355251051840536,"2013-10-18 14:58:34",scan1
1270,355251051840536,"2013-10-18 15:00:09",open
1271,355251051840536,"2013-10-18 15:00:16",scan1
1272,355251051840536,"2013-10-18 15:00:29",open
1273,355251051840536,"2013-10-18 15:00:45",scan2
1274,355251051840536,"2013-10-18 15:01:03",open
1275,null,"2013-10-18 17:42:59",open
1276,null,"2013-10-18 17:43:06",AD2
1277,null,"2013-10-18 17:44:03",AD2
1278,null,"2013-10-18 17:49:11",AD1
1279,null,"2013-10-18 17:49:22",AD1
1280,null,"2013-10-18 17:56:39",AD1
1281,null,"2013-10-18 18:06:07",AD3
1282,358882041949370,"2013-10-19 01:46:32",open
1283,A1000037A13D71,"2013-10-19 03:44:23",open
1284,865030017294480,"2013-10-19 03:57:45",open
1285,865030017294480,"2013-10-19 03:59:27",hlgwMeiShi
1286,865030017294480,"2013-10-19 03:59:33",hlgwMeiShi
1287,865030017294480,"2013-10-19 04:09:01",open
1288,355546050406282,"2013-10-19 05:45:30",open
1289,355546050406282,"2013-10-19 05:45:39",scan1
1290,355546050406282,"2013-10-19 05:46:02",open
1291,355546050406282,"2013-10-19 05:46:09",scan1
1292,355546050406282,"2013-10-19 05:46:25",open
1293,355546050406282,"2013-10-19 05:46:37",scan2
1294,355546050406282,"2013-10-19 05:49:57",scan2
1295,355546050406282,"2013-10-19 05:50:07",open
1296,355546050406282,"2013-10-19 05:50:11",hlgwDianYing
1297,355546050406282,"2013-10-19 05:51:18",hlgwDianYing
1298,860955022175743,"2013-10-19 07:16:26",open
1299,860955022175743,"2013-10-19 07:16:31",AD1
1300,860955022175743,"2013-10-19 07:16:48",hlgwShengHuo
1301,860955022175743,"2013-10-19 07:17:08",hlgwDianYing
1302,860955022175743,"2013-10-19 07:17:18",hlgwMeiShi
1303,860955022175743,"2013-10-19 07:17:24",hlgwShengHuo
1304,860955022175743,"2013-10-19 07:18:52",AD2
1305,860955022175743,"2013-10-19 07:18:54",AD3
1306,860955022175743,"2013-10-19 07:25:32",open
1307,357376058154314,"2013-10-19 08:05:28",open
1308,865030017294480,"2013-10-19 08:49:58",AD1
1309,865030017294480,"2013-10-19 08:50:01",open
1310,865030017294480,"2013-10-19 08:50:08",open
1311,865030017294480,"2013-10-19 08:50:54",hlgwMeiShi
1312,865030017294480,"2013-10-19 08:51:21",hlgwDianYing
1313,865030017294480,"2013-10-19 08:51:25",hlgwShengHuo
1314,355546051406554,"2013-10-19 09:12:11",open
1315,357376056699427,"2013-10-19 09:44:35",open
1316,355637058638636,"2013-10-19 10:58:23",open
1317,A100000241BB6E,"2013-10-19 11:21:41",open
1318,A100000241BB6E,"2013-10-19 11:21:50",scan1
1319,A100000241BB6E,"2013-10-19 11:22:10",open
1320,A100000241BB6E,"2013-10-19 11:22:15",scan1
1321,A100000241BB6E,"2013-10-19 11:22:27",open
1322,A100000241BB6E,"2013-10-19 11:22:49",scan1
1323,A1000035DD3015,"2013-10-19 11:44:53",open
1324,A1000035DD3015,"2013-10-19 11:44:59",scan1
1325,A1000035DD3015,"2013-10-19 11:45:08",scan1
1326,A1000035DD3015,"2013-10-19 11:45:29",scan1
1327,A100000241BB6E,"2013-10-19 11:51:49",open
1328,A100000241BB6E,"2013-10-19 11:52:30",hlgwMeiShi
1329,A100000241BB6E,"2013-10-19 11:52:53",hlgwDianYing
1330,A100000241BB6E,"2013-10-19 11:53:09",hlgwShengHuo
1331,A0000038162359,"2013-10-19 13:20:30",open
1332,A0000038162359,"2013-10-19 13:22:44",AD1
1333,357376058154314,"2013-10-20 01:52:54",open
1334,357376058154314,"2013-10-20 01:53:03",AD2
1335,357806043059756,"2013-10-20 04:31:08",open
1336,356829051770883,"2013-10-20 05:05:37",open
1337,356829051770883,"2013-10-20 05:05:43",scan1
1338,356829051770883,"2013-10-20 05:05:55",open
1339,356829051770883,"2013-10-20 05:06:04",scan1
1340,A1000035DD3015,"2013-10-20 05:45:33",open
1341,860854010211141,"2013-10-20 05:52:27",open
1342,356555053534700,"2013-10-20 05:57:23",open
1343,356555053534700,"2013-10-20 05:57:40",scan1
1344,352900050374763,"2013-10-20 06:06:23",open
1345,352900050374763,"2013-10-20 06:06:31",AD2
1346,352900050374763,"2013-10-20 06:07:11",scan1
1347,352900050374763,"2013-10-20 06:07:23",open
1348,352900050374763,"2013-10-20 06:07:30",scan1
1349,352900050374763,"2013-10-20 06:07:35",open
1350,352900050374763,"2013-10-20 06:07:50",scan1
1351,352900050374763,"2013-10-20 06:07:51",open
1352,352900050374763,"2013-10-20 06:08:21",scan1
1353,352900050374763,"2013-10-20 06:08:25",open
1354,352900050374763,"2013-10-20 06:08:31",scan2
1355,352900050374763,"2013-10-20 06:08:34",open
1356,352900050374763,"2013-10-20 06:08:40",scan1
1357,352900050374763,"2013-10-20 06:08:43",open
1358,352900050374763,"2013-10-20 06:08:48",hlgwDianYing
1359,352900050374763,"2013-10-20 06:09:17",hlgwMeiShi
1360,352900050374763,"2013-10-20 06:09:56",scan1
1361,352900050374763,"2013-10-20 06:11:06",open
1362,352900050374763,"2013-10-20 06:11:11",scan1
1363,352900050374763,"2013-10-20 06:11:16",open
1364,352900050374763,"2013-10-20 06:11:20",scan2
1365,352900050374763,"2013-10-20 06:16:32",open
1366,357784051673901,"2013-10-20 07:36:38",open
1367,357784051673901,"2013-10-20 07:36:49",scan1
1368,A0000044BE0FEE,"2013-10-20 07:55:29",open
1369,A0000044BE0FEE,"2013-10-20 07:55:42",AD2
1370,A0000044BE0FEE,"2013-10-20 10:24:33",open
1371,A0000044BE0FEE,"2013-10-20 10:24:45",scan1
1372,a0000042621646,"2013-10-20 10:24:48",open
1373,357784051673901,"2013-10-20 10:29:42",open
1374,357784051673901,"2013-10-20 10:29:46",hlgwMeiShi
1375,357784051673901,"2013-10-20 10:30:23",hlgwMeiShi
1376,357784051673901,"2013-10-20 10:52:46",open
1377,357784051673901,"2013-10-20 10:52:54",hlgwMeiShi
1378,357784051673901,"2013-10-20 10:53:14",hlgwDianYing
1379,357784051673901,"2013-10-20 10:53:41",hlgwShengHuo
1380,357784051673901,"2013-10-20 10:54:03",hlgwMeiShi
1381,357784051673901,"2013-10-20 10:54:07",hlgwDianYing
1382,357784051673901,"2013-10-20 10:54:17",hlgwMeiShi
1383,A0000044BD6578,"2013-10-20 11:11:26",open
1384,357784051673901,"2013-10-20 12:02:55",open
1385,357784051673901,"2013-10-20 12:03:24",scan2
1386,357513052158012,"2013-10-20 12:40:17",open
1387,357513052158012,"2013-10-20 12:40:32",open
1388,352167052303469,"2013-10-20 13:30:28",open
1389,A0000044BE0FEE,"2013-10-20 13:40:50",open
1390,A0000044BE0FEE,"2013-10-20 13:48:49",AD3
1391,A0000044BE0FEE,"2013-10-20 13:48:56",AD1
1392,A0000044BE0FEE,"2013-10-20 13:49:21",hlgwShengHuo
1393,868033015464789,"2013-10-21 00:47:32",open
1394,A1000035DC97D2,"2013-10-21 04:28:28",open
1395,357376058154314,"2013-10-21 05:21:22",open
1396,359836040509733,"2013-10-21 07:24:01",scan2
1397,359836040509733,"2013-10-21 07:27:15",scan2
1398,359836040509733,"2013-10-21 07:31:48",open
1399,A00000452B5CB7,"2013-10-21 12:56:45",open
1400,A00000452B5CB7,"2013-10-21 13:07:09",open
1401,A00000452B5CB7,"2013-10-21 13:10:08",scan1
1402,A00000452B5CB7,"2013-10-21 13:10:25",scan2
1403,A00000452B5CB7,"2013-10-21 13:51:48",open
1404,A00000452B5CB7,"2013-10-21 13:51:57",scan2
1405,A00000452B5CB7,"2013-10-21 13:53:13",scan2
1406,A00000452B5CB7,"2013-10-21 13:54:19",scan2
1407,352900050374763,"2013-10-21 13:54:26",open
1408,352900050374763,"2013-10-21 13:54:33",scan1
1409,A00000452B5CB7,"2013-10-21 13:56:01",scan2
1410,A00000452B5CB7,"2013-10-21 14:27:10",AD1
1411,A1000032851D641,"2013-10-22 04:37:28",open
1412,A1000032851D641,"2013-10-22 04:59:29",scan2
1413,A1000032851D641,"2013-10-22 05:00:02",scan2
1414,A1000032851D641,"2013-10-22 05:00:23",scan1
1415,A1000032851D641,"2013-10-22 05:10:37",scan2
1416,A1000032851D641,"2013-10-22 05:10:53",scan2
1417,A0000044BE0FEE,"2013-10-22 05:31:01",open
1418,359585041565349,"2013-10-22 09:22:28",open
1419,359585041565349,"2013-10-22 09:23:01",hlgwDianYing
1420,359585041565349,"2013-10-22 09:23:28",hlgwMeiShi
1421,359585041565349,"2013-10-22 09:23:44",hlgwMeiShi
1422,99000115017007,"2013-10-22 10:00:02",open
1423,99000115017007,"2013-10-22 10:00:10",scan1
1424,99000115017007,"2013-10-22 10:00:44",open
1425,99000115017007,"2013-10-22 10:00:51",scan1
1426,99000115017007,"2013-10-22 10:01:00",open
1427,99000115017007,"2013-10-22 10:01:18",scan2
1428,99000115017007,"2013-10-22 10:02:09",open
1429,99000115017007,"2013-10-22 10:02:51",scan1
1430,A00000405118B5,"2013-10-22 10:04:30",open
1431,356000054394986,"2013-10-22 10:12:20",open
1432,356000054394986,"2013-10-22 10:13:00",hlgwMeiShi
1433,356000054394986,"2013-10-22 10:13:42",hlgwMeiShi
1434,356000054394986,"2013-10-22 10:13:54",hlgwMeiShi
1435,356000054394986,"2013-10-22 10:28:05",open
1436,356000054394986,"2013-10-22 10:28:12",scan1
1437,356512057537007,"2013-10-22 11:38:10",open
1438,356512057537007,"2013-10-22 11:38:15",scan1
1439,99000115017007,"2013-10-22 11:58:11",open
1440,99000115017007,"2013-10-22 11:58:28",scan2
1441,A00000405118B5,"2013-10-22 11:58:34",scan1
1442,99000115017007,"2013-10-22 12:01:23",open
1443,99000115017007,"2013-10-22 12:01:33",scan1
1444,353918056112093,"2013-10-22 13:04:33",open
1445,353918056112093,"2013-10-22 13:04:52",hlgwMeiShi
1446,353918056112093,"2013-10-22 13:05:00",hlgwDianYing
1447,353918056112093,"2013-10-22 13:05:11",hlgwShengHuo
1448,356871049066792,"2013-10-22 13:13:59",open
1449,356871049066792,"2013-10-22 13:15:48",hlgwMeiShi
1450,356871049066792,"2013-10-22 13:16:05",hlgwDianYing
1451,356871049066792,"2013-10-22 13:16:50",hlgwShengHuo
1452,356512057537007,"2013-10-22 14:11:10",open
1453,356512057537007,"2013-10-22 14:11:24",scan2
1454,356512057537007,"2013-10-22 14:12:43",scan2
1455,356512057537007,"2013-10-22 14:13:31",scan2
1456,356512057537007,"2013-10-22 14:14:51",scan2
1457,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 16:57:05",AD1
1458,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:03:53",open
1459,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:04:02",open
1460,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:04:16",AD2
1461,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:04:20",open
1462,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:04:28",AD3
1463,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:04:31",open
1464,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:04:32",AD1
1465,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:04:34",open
1466,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:04:36",hlgwMeiShi
1467,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:04:48",hlgwDianYing
1468,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:04:54",hlgwShengHuo
1469,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:05:02",open
1470,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:08:10",open
1471,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:08:39",open
1472,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:11:24",open
1473,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:11:26",scan1
1474,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:11:29",scan2
1475,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:11:36",open
1476,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:14:47",open
1477,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:14:54",AD3
1478,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:15:09",scan2
1479,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:15:25",hlgwMeiShi
1480,FB82809A63AF4C9CB2B858D85737F471,"2013-10-22 17:15:45",AD2
1481,356512057537007,"2013-10-22 23:15:22",open
1482,356205056357770,"2013-10-23 03:40:02",open
1483,355696057355048,"2013-10-23 06:29:47",open
1484,355696057355048,"2013-10-23 06:32:37",open
1485,355696057355048,"2013-10-23 06:33:47",hlgwShengHuo
1486,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:18:49",open
1487,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:21:02",hlgwMeiShi
1488,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:21:34",hlgwMeiShi
1489,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:21:50",hlgwDianYing
1490,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:22:13",hlgwShengHuo
1491,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:23:39",AD3
1492,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:23:49",AD1
1493,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:23:56",AD2
1494,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:30:47",scan1
1495,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:31:15",open
1496,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:31:20",scan1
1497,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:32:00",open
1498,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:32:04",scan1
1499,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:32:26",open
1500,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:32:31",scan2
1501,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 09:32:44",open
1502,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 10:03:35",AD3
1503,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 10:04:45",open
1504,D4296AE9E6394DB18C9BAF7E375A2218,"2013-10-23 10:05:18",scan1
1505,357376056699427,"2013-10-23 11:53:00",open
1506,357376056699427,"2013-10-23 11:53:20",hlgwMeiShi
1507,A000002CCBCEA1,"2013-10-23 14:54:32",open
1508,A000002CCBCEA1,"2013-10-23 15:40:40",open
1509,A000002CCBCEA1,"2013-10-23 15:40:55",hlgwMeiShi
1510,A000002CCBCEA1,"2013-10-23 15:41:35",hlgwDianYing
1511,A000002CCBCEA1,"2013-10-23 15:41:47",hlgwShengHuo
1512,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:29:55",open
1513,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:30:13",AD1
1514,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:30:59",scan1
1515,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:31:03",scan2
1516,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:31:05",scan1
1517,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:31:13",hlgwShengHuo
1518,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:34:20",AD1
1519,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:34:44",AD1
1520,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:36:09",scan1
1521,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:37:45",hlgwMeiShi
1522,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:37:54",hlgwMeiShi
1523,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:38:50",scan1
1524,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:41:42",open
1525,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:42:02",scan2
1526,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:46:32",open
1527,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:46:38",AD2
1528,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:46:47",AD1
1529,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:47:05",AD2
1530,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:47:08",AD3
1531,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:47:13",AD2
1532,C86E4B211BC64897AF91CBDC69BF778A,"2013-10-24 02:47:16",AD2
1533,353769056060315,"2013-10-24 06:26:00",open
1534,A1000035DD3015,"2013-10-24 10:41:16",open
1535,A1000035DD3015,"2013-10-24 10:41:27",scan1
1536,A1000035DD3015,"2013-10-24 13:15:49",scan2
1537,357196050013296,"2013-10-24 13:57:40",open
1538,357196050013296,"2013-10-24 14:02:10",open
1539,A0000044F06BA3,"2013-10-24 14:28:55",open
1540,353627055437647,"2013-10-24 14:29:20",open
1541,A0000044F06BA3,"2013-10-24 14:48:42",open
1542,A0000044F06BA3,"2013-10-24 14:49:56",hlgwMeiShi
1543,355994058204962,"2013-10-24 15:12:15",open
1544,B3785F6A71C7440EA9DCF41BE9C1BA1E,"2013-10-24 20:03:55",open
1545,B3785F6A71C7440EA9DCF41BE9C1BA1E,"2013-10-24 20:44:29",open
1546,B3785F6A71C7440EA9DCF41BE9C1BA1E,"2013-10-24 20:44:38",AD3
1547,3FDAEE823B7146BF95E55E96104A76B3,"2013-10-24 21:08:38",open
1548,865446010848017,"2013-10-25 00:01:47",open
1549,865687015863150,"2013-10-25 00:01:50",open
1550,865446010848017,"2013-10-25 00:02:23",AD3
1551,99000316233522,"2013-10-25 01:13:51",open
1552,864855015786330,"2013-10-25 01:49:11",open
1553,866959011145885,"2013-10-25 02:00:19",open
1554,99000316233522,"2013-10-25 03:17:49",open
1555,99000316233522,"2013-10-25 03:17:56",open
1556,99000316233522,"2013-10-25 03:18:40",scan1
1557,99000316233522,"2013-10-25 03:18:58",scan2
1558,A000002CCBCEA1,"2013-10-25 03:23:44",open
1559,99000316233522,"2013-10-25 03:30:17",hlgwMeiShi
1560,99000316233522,"2013-10-25 03:30:25",hlgwDianYing
1561,869460011525181,"2013-10-25 05:34:35",open
1562,869460011525181,"2013-10-25 05:35:02",AD2
1563,353585055514700,"2013-10-25 05:39:58",open
1564,352900050374763,"2013-10-25 06:58:15",AD2
1565,352900050374763,"2013-10-25 06:58:17",AD2
1566,352900050374763,"2013-10-25 08:08:02",scan1
1567,FB82809A63AF4C9CB2B858D85737F471,"2013-10-25 08:15:53",open
1568,864701012256580,"2013-10-25 08:30:47",open
1569,99000316233522,"2013-10-25 08:36:14",AD3
1570,99000316233522,"2013-10-25 08:36:16",AD2
1571,99000316233522,"2013-10-25 08:36:21",AD1
1572,99000316233522,"2013-10-25 08:36:59",scan1
1573,99000316233522,"2013-10-25 08:37:10",scan2
1574,99000316233522,"2013-10-25 08:38:06",open
1575,99000316233522,"2013-10-25 08:38:09",open
1576,99000316233522,"2013-10-25 08:38:10",hlgwMeiShi
1577,861022001903253,"2013-10-25 08:51:17",open
1578,861022001903253,"2013-10-25 08:52:16",hlgwMeiShi
1579,861022001903253,"2013-10-25 08:52:57",hlgwMeiShi
1580,353718051495315,"2013-10-25 09:20:20",open
1581,356534052524798,"2013-10-25 10:31:48",open
1582,860486020005674,"2013-10-25 12:39:21",open
1583,A0000044BD6578,"2013-10-25 14:09:31",open
1584,A0000044BD6578,"2013-10-25 14:10:12",hlgwShengHuo
1585,A0000044BD6578,"2013-10-25 14:10:24",hlgwMeiShi
1586,866194011250119,"2013-10-25 18:25:25",open
1587,FB82809A63AF4C9CB2B858D85737F471,"2013-10-25 22:36:51",open
1588,355994058204962,"2013-10-26 03:00:31",open
1589,355994058204962,"2013-10-26 03:00:44",scan2
1590,FB82809A63AF4C9CB2B858D85737F471,"2013-10-26 03:13:25",open
1591,FB82809A63AF4C9CB2B858D85737F471,"2013-10-26 03:13:26",scan2
1592,356000051869097,"2013-10-26 07:39:07",open
1593,356000051869097,"2013-10-26 07:57:50",open
1594,355994058204962,"2013-10-26 09:52:46",open
1595,355994058204962,"2013-10-26 09:52:54",scan1
1596,355994058204962,"2013-10-26 10:00:03",scan1
1597,355994058204962,"2013-10-26 10:00:10",scan2
1598,356534052524798,"2013-10-26 10:21:04",open
1599,356534052524798,"2013-10-26 10:21:25",scan1
1600,355696057056125,"2013-10-26 10:21:30",open
1601,355696057056125,"2013-10-26 10:21:43",hlgwDianYing
1602,355868051580661,"2013-10-26 10:46:26",open
1603,356534052524798,"2013-10-26 11:57:07",scan2
1604,356534052524798,"2013-10-26 11:59:43",scan2
1605,A00000455A1976,"2013-10-26 13:15:13",open
1606,99000316288106,"2013-10-26 13:47:00",open
1607,99000316288106,"2013-10-26 13:56:54",AD2
1608,357357056856688,"2013-10-26 14:18:04",open
1609,357357056856688,"2013-10-26 14:19:45",hlgwShengHuo
1610,357357056856688,"2013-10-26 14:20:12",hlgwShengHuo
1611,357357056856688,"2013-10-26 14:20:16",hlgwDianYing
1612,868033012892958,"2013-10-26 15:04:04",open
1613,868033012892958,"2013-10-26 15:05:17",open
1614,868033012892958,"2013-10-26 15:05:57",open
1615,E462881378344F969D86B72B88917F0B,"2013-10-26 15:28:45",open
1616,E462881378344F969D86B72B88917F0B,"2013-10-26 15:28:52",AD1
1617,E462881378344F969D86B72B88917F0B,"2013-10-26 15:29:38",scan2
1618,99000316288106,"2013-10-26 15:47:18",open
1619,99000316288106,"2013-10-26 15:47:35",hlgwMeiShi
1620,99000316288106,"2013-10-26 15:48:25",hlgwDianYing
1621,99000316288106,"2013-10-26 15:49:53",hlgwDianYing
1622,353769059029283,"2013-10-27 04:34:53",open
1623,353769059029283,"2013-10-27 04:34:53",scan2
1624,012345678912345,"2013-10-27 05:23:27",open
1625,012345678912345,"2013-10-27 05:24:38",scan2
1626,352900050374763,"2013-10-27 05:28:53",open
1627,352900050374763,"2013-10-27 05:29:00",scan1
1628,352900050374763,"2013-10-27 05:29:26",scan2
1629,352900050374763,"2013-10-27 05:29:31",scan2
1630,868033015464789,"2013-10-27 06:48:34",open
1631,868033012892958,"2013-10-27 07:04:38",open
1632,99000316288106,"2013-10-27 09:16:37",open
1633,A00000455A1976,"2013-10-27 10:56:09",hlgwMeiShi
1634,99000505156304,"2013-10-27 11:25:14",open
1635,357177052233322,"2013-10-27 11:25:53",open
1636,A0000044554BBC,"2013-10-27 12:10:13",open
1637,A0000044554BBC,"2013-10-27 12:10:28",scan1
